points,Jarvis,Graham
1000,0.015489816665649414,0.002991914749145508
10000,0.2106642723083496,0.035804033279418945
25000,0.6043999195098877,0.08567667007446289
50000,1.3317279815673828,0.2365729808807373
100000,1.9832561016082764,0.5520110130310059
