points,Jarvis,Graham
1000,0.017206430435180664,0.00399017333984375
10000,0.07577204704284668,0.03959012031555176
25000,0.3610498905181885,0.0981142520904541
50000,0.7434730529785156,0.25398898124694824
100000,1.0602004528045654,0.5140986442565918
