points,Jarvis,Graham
1000,0.013962745666503906,0.004988193511962891
10000,0.12664222717285156,0.04189252853393555
25000,0.21844100952148438,0.09574389457702637
500000,4.661530017852783,3.5445172786712646
10000000,137.28093004226685,88.30452156066895
